model,benchmark,config,seed,cell_id,iteration,parent_a,parent_b,ancestor,actual_event,actual_full_val_lift,variant,G1_pass,G1_score_a,G1_score_b,G1_ref_score,G2_agreement,G2_pass,G3_gini,G3_unavailable,G3_pass,layer1_passed,layer1_skip_reason,behavioral_diversity,selected_algo,algo_reason,max_pred_tokens_a,max_pred_tokens_b,predicted_growth_ratio,specialization_split,token_jaccard,final_decision
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,45,3,5,0,accepted,0.033333333333333326,G3_off,False,0.37,0.32666666666666666,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,766,1.631375080697224,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,53,3,6,0,accepted,0.03666666666666668,G3_on,False,0.37,0.36666666666666664,0.3683333333333333,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,53,3,6,0,accepted,0.03666666666666668,G3_off,False,0.37,0.36666666666666664,0.3683333333333333,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,56,1,6,0,accepted,0.03666666666666668,G3_on,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,56,1,6,0,accepted,0.03666666666666668,G3_off,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,61,10,13,1,rejected,,G3_on,True,0.4066666666666667,0.39,0.3783333333333333,0.8366666666666667,True,0.4642857142857142,False,True,True,,0.16333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,844,889,1.4568657478305258,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,61,10,13,1,rejected,,G3_off,True,0.4066666666666667,0.39,0.3783333333333333,0.8366666666666667,True,,False,True,True,,0.16333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,844,889,1.4568657478305258,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,63,7,8,3,rejected,,G3_on,True,0.38666666666666666,0.4033333333333333,0.36666666666666664,0.8833333333333333,True,0.3214285714285714,False,True,True,,0.11666666666666667,original,safe_complementary_original,529,1232,1.2112341772151898,0.11666666666666667,0.4742765273311897,original
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,63,7,8,3,rejected,,G3_off,True,0.38666666666666666,0.4033333333333333,0.36666666666666664,0.8833333333333333,True,,False,True,True,,0.11666666666666667,original,safe_complementary_original,529,1232,1.2112341772151898,0.11666666666666667,0.4742765273311897,original
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,69,1,2,0,accepted,0.023333333333333317,G3_on,False,0.3466666666666667,0.31666666666666665,0.3766666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,69,1,2,0,accepted,0.023333333333333317,G3_off,False,0.3466666666666667,0.31666666666666665,0.3766666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,71,6,7,0,rejected,,G3_on,True,0.36666666666666664,0.38666666666666666,0.3466666666666667,0.8,True,0.1499999999999999,False,True,True,,0.2,summarize_before,bloat_risk_growth_over_safe_ratio,567,529,1.610313315926893,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,71,6,7,0,rejected,,G3_off,True,0.36666666666666664,0.38666666666666666,0.3466666666666667,0.8,True,,False,True,True,,0.2,summarize_before,bloat_risk_growth_over_safe_ratio,567,529,1.610313315926893,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,78,9,11,0,accepted,-0.0033333333333332993,G3_on,True,0.37,0.41,0.37,0.8066666666666666,True,0.3500000000000001,False,True,True,,0.19333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.6594153636981646,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,78,9,11,0,accepted,-0.0033333333333332993,G3_off,True,0.37,0.41,0.37,0.8066666666666666,True,,False,True,True,,0.19333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.6594153636981646,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,105,7,11,0,accepted,0.00666666666666671,G3_on,True,0.38666666666666666,0.41,0.37,0.79,True,0.16666666666666674,False,True,True,,0.21,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.9451697127937337,,,summarize_before
gpt-4.1-mini,hover,combine_all_budget_proportional,0,gpt-4.1-mini/hover/combine_all_budget_proportional_s0,105,7,11,0,accepted,0.00666666666666671,G3_off,True,0.38666666666666666,0.41,0.37,0.79,True,,False,True,True,,0.21,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.9451697127937337,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,4,1,2,0,accepted,0.023333333333333317,G3_on,False,0.3466666666666667,0.31666666666666665,0.33166666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,4,1,2,0,accepted,0.023333333333333317,G3_off,False,0.3466666666666667,0.31666666666666665,0.33166666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,13,2,4,0,accepted,-0.006666666666666654,G3_on,False,0.31666666666666665,0.37,0.35833333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,529,1.3753665689149561,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,13,2,4,0,accepted,-0.006666666666666654,G3_off,False,0.31666666666666665,0.37,0.35833333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,529,1.3753665689149561,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,20,3,6,0,accepted,0.006666666666666654,G3_on,True,0.37,0.36333333333333334,0.36333333333333334,0.94,True,0.375,False,True,True,,0.06,summarize_before,bloat_risk_growth_over_safe_ratio,529,628,1.3011744966442953,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,20,3,6,0,accepted,0.006666666666666654,G3_off,True,0.37,0.36333333333333334,0.36333333333333334,0.94,True,,False,True,True,,0.06,summarize_before,bloat_risk_growth_over_safe_ratio,529,628,1.3011744966442953,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,32,1,8,0,rejected,,G3_on,False,0.3466666666666667,0.34,0.36333333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,605,1.5054187192118227,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,32,1,8,0,rejected,,G3_off,False,0.3466666666666667,0.34,0.36333333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,605,1.5054187192118227,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,42,7,9,0,accepted,0.030000000000000027,G3_on,True,0.37666666666666665,0.36666666666666664,0.36333333333333334,0.89,True,0.3500000000000001,False,True,True,,0.11,summarize_before,bloat_risk_growth_over_safe_ratio,628,605,1.393939393939394,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,42,7,9,0,accepted,0.030000000000000027,G3_off,True,0.37666666666666665,0.36666666666666664,0.36333333333333334,0.89,True,,False,True,True,,0.11,summarize_before,bloat_risk_growth_over_safe_ratio,628,605,1.393939393939394,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,55,4,11,0,rejected,,G3_on,True,0.37,0.41333333333333333,0.36666666666666664,0.8833333333333333,True,0.3500000000000001,False,True,True,,0.11666666666666667,original,safe_complementary_original,529,712,1.246684350132626,0.11666666666666667,0.3713163064833006,original
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,55,4,11,0,rejected,,G3_off,True,0.37,0.41333333333333333,0.36666666666666664,0.8833333333333333,True,,False,True,True,,0.11666666666666667,original,safe_complementary_original,529,712,1.246684350132626,0.11666666666666667,0.3713163064833006,original
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,57,10,11,6,accepted,-0.020000000000000018,G3_on,True,0.4066666666666667,0.41333333333333333,0.3683333333333333,0.86,True,0.3214285714285714,False,True,True,,0.14,summarize_before,bloat_risk_growth_over_safe_ratio,1141,712,1.3319463707813222,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,57,10,11,6,accepted,-0.020000000000000018,G3_off,True,0.4066666666666667,0.41333333333333333,0.3683333333333333,0.86,True,,False,True,True,,0.14,summarize_before,bloat_risk_growth_over_safe_ratio,1141,712,1.3319463707813222,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,60,4,13,1,accepted,0.026666666666666672,G3_on,False,0.37,0.3933333333333333,0.37666666666666665,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,529,1141,1.1613462873004858,0.15,0.30877742946708464,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,60,4,13,1,accepted,0.026666666666666672,G3_off,False,0.37,0.3933333333333333,0.37666666666666665,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,529,1141,1.1613462873004858,0.15,0.30877742946708464,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,62,4,7,0,rejected,,G3_on,True,0.37,0.37666666666666665,0.36333333333333334,0.9066666666666666,True,0.3500000000000001,False,True,True,,0.09333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,529,628,1.299806576402321,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,62,4,7,0,rejected,,G3_off,True,0.37,0.37666666666666665,0.36333333333333334,0.9066666666666666,True,,False,True,True,,0.09333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,529,628,1.299806576402321,,,summarize_before
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,67,14,16,3,accepted,0.006666666666666654,G3_on,False,0.37666666666666665,0.4066666666666667,0.385,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1141,1563,1.6134282807731435,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,67,14,16,3,accepted,0.006666666666666654,G3_off,False,0.37666666666666665,0.4066666666666667,0.385,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1141,1563,1.6134282807731435,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,74,14,15,7,accepted,-0.026666666666666672,G3_on,False,0.37666666666666665,0.42,0.395,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1141,1563,1.4411020522912568,,,skip
gpt-4.1-mini,hover,combine_all_immediate,0,gpt-4.1-mini/hover/combine_all_immediate_s0,74,14,15,7,accepted,-0.026666666666666672,G3_off,False,0.37666666666666665,0.42,0.395,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,1141,1563,1.4411020522912568,,,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,32,3,6,0,rejected,,G3_on,True,0.37,0.36666666666666664,0.33999999999999997,0.7966666666666666,True,0.375,False,True,True,,0.20333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,summarize_before
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,32,3,6,0,rejected,,G3_off,True,0.37,0.36666666666666664,0.33999999999999997,0.7966666666666666,True,,False,True,True,,0.20333333333333334,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,summarize_before
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,44,1,5,0,accepted,0.03666666666666668,G3_on,False,0.3466666666666667,0.32666666666666666,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,766,1.331181407359587,,,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,44,1,5,0,accepted,0.03666666666666668,G3_off,False,0.3466666666666667,0.32666666666666666,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,766,1.331181407359587,,,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,53,1,6,0,accepted,0.03666666666666668,G3_on,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,53,1,6,0,accepted,0.03666666666666668,G3_off,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,77,8,11,5,accepted,-0.020000000000000018,G3_on,True,0.38333333333333336,0.39,0.37,0.8466666666666667,True,0.375,False,True,True,,0.15333333333333332,summarize_before,bloat_risk_growth_over_safe_ratio,766,861,1.25708793849111,,,summarize_before
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,77,8,11,5,accepted,-0.020000000000000018,G3_off,True,0.38333333333333336,0.39,0.37,0.8466666666666667,True,,False,True,True,,0.15333333333333332,summarize_before,bloat_risk_growth_over_safe_ratio,766,861,1.25708793849111,,,summarize_before
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,86,6,14,2,accepted,0.043333333333333335,G3_on,False,0.36666666666666664,0.38,0.3716666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,567,797,1.1969749054657959,0.17333333333333334,0.2503457814661134,skip
gpt-4.1-mini,hover,combine_all_score_plateau,0,gpt-4.1-mini/hover/combine_all_score_plateau_s0,86,6,14,2,accepted,0.043333333333333335,G3_off,False,0.36666666666666664,0.38,0.3716666666666667,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,567,797,1.1969749054657959,0.17333333333333334,0.2503457814661134,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,45,3,5,0,accepted,0.033333333333333326,G3_on,False,0.37,0.32666666666666666,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,766,1.631375080697224,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,45,3,5,0,accepted,0.033333333333333326,G3_off,False,0.37,0.32666666666666666,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,766,1.631375080697224,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,53,3,6,0,accepted,0.03999999999999998,G3_on,False,0.37,0.36666666666666664,0.3683333333333333,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,53,3,6,0,accepted,0.03999999999999998,G3_off,False,0.37,0.36666666666666664,0.3683333333333333,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.913978494623656,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,56,1,6,0,accepted,0.03666666666666668,G3_on,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,56,1,6,0,accepted,0.03666666666666668,G3_off,False,0.3466666666666667,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,567,1.523469387755102,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,63,10,11,6,rejected,,G3_on,True,0.41,0.41,0.37,0.8733333333333333,True,0.25,False,True,True,,0.12666666666666668,summarize_before,bloat_risk_growth_over_safe_ratio,567,567,1.3259212198221093,,,summarize_before
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,63,10,11,6,rejected,,G3_off,True,0.41,0.41,0.37,0.8733333333333333,True,,False,True,True,,0.12666666666666668,summarize_before,bloat_risk_growth_over_safe_ratio,567,567,1.3259212198221093,,,summarize_before
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,87,4,7,0,accepted,0.0,G3_on,False,0.3333333333333333,0.38666666666666666,0.36666666666666664,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,751,529,1.7447780678851175,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,87,4,7,0,accepted,0.0,G3_off,False,0.3333333333333333,0.38666666666666666,0.36666666666666664,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,751,529,1.7447780678851175,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,100,4,14,0,rejected,,G3_on,False,0.3333333333333333,0.3466666666666667,0.36666666666666664,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,751,824,1.714900947459087,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,100,4,14,0,rejected,,G3_off,False,0.3333333333333333,0.3466666666666667,0.36666666666666664,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,751,824,1.714900947459087,,,skip
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,114,8,11,2,accepted,0.0,G3_on,True,0.4033333333333333,0.41,0.37,0.8,True,0.16666666666666674,False,True,True,,0.2,summarize_before,bloat_risk_growth_over_safe_ratio,751,567,1.6062678062678062,,,summarize_before
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,114,8,11,2,accepted,0.0,G3_off,True,0.4033333333333333,0.41,0.37,0.8,True,,False,True,True,,0.2,summarize_before,bloat_risk_growth_over_safe_ratio,751,567,1.6062678062678062,,,summarize_before
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,137,11,17,0,rejected,,G3_on,True,0.41,0.41,0.37,0.8066666666666666,True,0.3500000000000001,False,True,True,,0.19333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,567,529,1.6702923181509177,,,summarize_before
gpt-4.1-mini,hover,original_budget_proportional,0,gpt-4.1-mini/hover/original_budget_proportional_s0,137,11,17,0,rejected,,G3_off,True,0.41,0.41,0.37,0.8066666666666666,True,,False,True,True,,0.19333333333333333,summarize_before,bloat_risk_growth_over_safe_ratio,567,529,1.6702923181509177,,,summarize_before
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,4,1,2,0,accepted,0.023333333333333317,G3_on,False,0.3466666666666667,0.31666666666666665,0.33166666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,4,1,2,0,accepted,0.023333333333333317,G3_off,False,0.3466666666666667,0.31666666666666665,0.33166666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,378,1.6157804459691252,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,13,2,4,0,accepted,0.0,G3_on,False,0.31666666666666665,0.37,0.35833333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,529,1.3753665689149561,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,13,2,4,0,accepted,0.0,G3_off,False,0.31666666666666665,0.37,0.35833333333333334,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,529,1.3753665689149561,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,32,5,6,2,accepted,0.010000000000000009,G3_on,False,0.37,0.34,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,605,1.5728250244379276,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,32,5,6,2,accepted,0.010000000000000009,G3_off,False,0.37,0.34,0.3466666666666667,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,529,605,1.5728250244379276,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,41,3,5,2,accepted,0.0,G3_on,True,0.37,0.37,0.37,0.9133333333333333,True,0.55,False,False,False,G3_maturity_imbalance,0.08666666666666667,original,safe_complementary_original,529,529,1.0,0.08666666666666667,0.5335365853658537,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,41,3,5,2,accepted,0.0,G3_off,True,0.37,0.37,0.37,0.9133333333333333,True,,False,True,True,,0.08666666666666667,original,safe_complementary_original,529,529,1.0,0.08666666666666667,0.5335365853658537,original
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,53,6,10,0,accepted,0.0,G3_on,False,0.34,0.38333333333333336,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,605,529,1.659377070907886,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,53,6,10,0,accepted,0.0,G3_off,False,0.34,0.38333333333333336,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,605,529,1.659377070907886,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,55,9,12,5,accepted,0.0,G3_on,True,0.37,0.37666666666666665,0.37,0.8533333333333334,True,0.4375,False,True,True,,0.14666666666666667,original,safe_complementary_original,529,847,1.0,0.14666666666666667,0.45436507936507936,original
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,55,9,12,5,accepted,0.0,G3_off,True,0.37,0.37666666666666665,0.37,0.8533333333333334,True,,False,True,True,,0.14666666666666667,original,safe_complementary_original,529,847,1.0,0.14666666666666667,0.45436507936507936,original
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,90,2,14,0,accepted,0.020000000000000018,G3_on,False,0.31666666666666665,0.3333333333333333,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,621,1.3021885521885521,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,90,2,14,0,accepted,0.020000000000000018,G3_off,False,0.31666666666666665,0.3333333333333333,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,378,621,1.3021885521885521,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,93,7,16,6,rejected,,G3_on,False,0.38,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,605,754,1.3085351787773933,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,93,7,16,6,rejected,,G3_off,False,0.38,0.36666666666666664,0.37,,True,,False,True,False,G1_parent_strength,0.0,summarize_before,bloat_risk_growth_over_safe_ratio,605,754,1.3085351787773933,,,skip
gpt-4.1-mini,hover,original_immediate,0,gpt-4.1-mini/hover/original_immediate_s0,96,8,9,0,accepted,0.0,G3_on,False,0.4033333333333333,0.37,0.3733333333333333,,True,,False,True,False,G1_parent_strength,0.0,original,safe_complementary_original,956,529,1.0,0.11333333333333333,0.5717439293598234,skip
